iter	RMSE
186	9366368.193
187	9360889.147
188	9356378.358
189	9350978.756
190	9347091.544
191	9342813.706
192	9337653.756
193	9333154.536
194	9329870.361
195	9323791.651
196	9318926.185
197	9314446.821
198	9309417.211
199	9304018.865
200	9299924.426
201	9295327.455
202	9290338.367
203	9285908.571
204	9281815.287
205	9277561.195
206	9274491.219
207	9270813.155
208	9266549.976
209	9262660.564
210	9259195.817
211	9254888.249
212	9252472.725
213	9248981.902
214	9244590.889
215	9239660.057
216	9236431.314
217	9231484.668
218	9227120.074
219	9223448.981
220	9218665.766
221	9213206.055
222	9210405.457
223	9207126.366
224	9202153.145
225	9198141.921
226	9195226.963
227	9191803.262
228	9187461.803
229	9183333.39
230	9180247.226
231	9176706.067
232	9171002.486
233	9169216.646
234	9164860.539
235	9160861.347
236	9157707.174
237	9155766.388
238	9151268.622
239	9147779.193
240	9144533.079
241	9139878.821
242	9136307.134
243	9132672.03
244	9129407.896
245	9124912.47
246	9122679.296
247	9118896.113
248	9116095.077
249	9113350.981
250	9110772.633
251	9108177.75
252	9104579.925
253	9101696.169
254	9097523.194
255	9093828.95
256	9090330.634
257	9086897.18
258	9084122.111
259	9081078.284
260	9078076.846
261	9075011.353
262	9072002.168
263	9068385.182
264	9065035.329
265	9061856.382
266	9058460.284
267	9054520.875
268	9051820.746
269	9048263.888
270	9044783.696
271	9040795.547
272	9035600.055
273	9031475.344
274	9028476.755
275	9025425.699
276	9022480.119
277	9020428.417
278	9017191.401
279	9014208.145
280	9011686.318
281	9008616.731
282	9006156.287
283	9003900.321
284	9002138.079
285	8999436.817
286	8996103.275
287	8993958.658
288	8991517.08
289	8989106.429
290	8985568.742
291	8981961.879
292	8979791.446
293	8977171.489
294	8974556.393
295	8971842.392
296	8968696.438
297	8963636.486
298	8959482.008
299	8957179.437
300	8954528.147
301	8951760.641
302	8947142.732
303	8944354.097
304	8943180.652
305	8941302.591
306	8940387.233
307	8938897.018
308	8937065.518
309	8934349.848
310	8931260.073
311	8928450.351
312	8926811.054
313	8925049.642
314	8923229.462
315	8921463.097
316	8919234.04
317	8916940.673
318	8914042.451
319	8912328.896
320	8911235.471
321	8908336.991
322	8905517.386
323	8902923.105
324	8899381.546
325	8897893.972
326	8895751.755
327	8891578.473
328	8890375.957
329	8887607.951
330	8885497.866
331	8883730.561
332	8882014.578
333	8879961.289
334	8877269.809
335	8875986.866
336	8874099.717
337	8872304.803
338	8870282.286
339	8867930.72
340	8866234.442
341	8864282.396
342	8862120.053
343	8860756.343
344	8858241.29
345	8856173.703
346	8853887.846
347	8851472.344
348	8849867.48
349	8847669.511
350	8846137.881
351	8844055.696
352	8841223.682
353	8839805.614
354	8837999.557
355	8836654.967
356	8834336.822
357	8831977.158
358	8830102.594
359	8827870.663
360	8825565.818
361	8823379.644
362	8823014.371
363	8820402.877
364	8818029.8
365	8817783.375
366	8816093.786
367	8814363.56
368	8813273.438
369	8811763.725
370	8810548.215
371	8809441.464
372	8808693.792
373	8806396.848
374	8804734.074
375	8803648.64
376	8801930.069
377	8800524.328
378	8799352.761
379	8798088.767
380	8796591.165
381	8795687.521
382	8793361.903
383	8792008.904
384	8789942.691
385	8787212.826
386	8785139.984
387	8783625.673
388	8781861.112
389	8780209.186
390	8778377.352
391	8777235.245
392	8775345.415
393	8774314.079
394	8772923.73
395	8771659.587
396	8770478.525
397	8767882.268
398	8766568.224
399	8764565.713
400	8763174.72
401	8762379.572
402	8759674.111
403	8757366.127
404	8756276.258
405	8755215.192
406	8754542.964
407	8753198.369
408	8753090.429
409	8753041.26
410	8751726.692
411	8750714.752
412	8748813.672
413	8747645.064
414	8745781.824
415	8744700.09
416	8742626.139
417	8742302.231
418	8741329.265
419	8740131.525
420	8737984.828
421	8736182.939
422	8734801.562
423	8733162.202
424	8731930.569
425	8729188.723
426	8728920.901
427	8727309.613
428	8725958.335
429	8725380.563
430	8723593.4
431	8721661.481
432	8719269.528
433	8716497.61
434	8714647.402
435	8713238.356
436	8710850.486
437	8708990.972
438	8707816.707
439	8707704.979
440	8707500.706
441	8707111.023
442	8705160.033
443	8704361.354
444	8703221.477
445	8701303.863
446	8700113.001
447	8698601.76
448	8696396.106
449	8694459.653
450	8694243.108
451	8693537.734
452	8692282.771
453	8690284.686
454	8689472.415
455	8687545.525
456	8687155.365
457	8686076.226
458	8684971.135
459	8684242.172
460	8683554.691
461	8682045.952
462	8679765.003
463	8679570.299
464	8677520.053
465	8677142.727
466	8676845.529
467	8675492.532
468	8674682.946
469	8673942.851
470	8671256.071
471	8671145.793
472	8670308.8
473	8669373.1
474	8668354.97
475	8667446.776
476	8666521.351
477	8666471.533
478	8664402.728
479	8663390.619
480	8661652.048
481	8660406.285
482	8658421.802
483	8657392.1
484	8655257.709
485	8654857.066
486	8653076.542
487	8651688.725
488	8650937.532
489	8650885.217
490	8650524.292
491	8648594.543
492	8647854.573
493	8647530.254
494	8647362.094
495	8646973.9
496	8646587.143
497	8646136.363
498	8645226.657
499	8643480.926
500	8641410.478
501	8641216.094
502	8640382.933
503	8638801.029
504	8638539.635
505	8636786.014
506	8636609.207
507	8636465.024
508	8635771.205
509	8634623.089
510	8633863.898
511	8632101.49
512	8629863.389
513	8629734.305
514	8628449.578
515	8627027.121
516	8625071.035
517	8624452.275
518	8621844.146
519	8620627.76
520	8619928.323
521	8619564.933
522	8618642.35
523	8617127.873
524	8615790.027
525	8615332.743
526	8615055.983
527	8614885.451
528	8613300.995
529	8612131.619
530	8611327.151
531	8610785.174
532	8609395.644
533	8607987.272
534	8607853.96
535	8607559.12
536	8607281.339
537	8606005.933
538	8605022.048
539	8605001.259
540	8603701.693
541	8603400.663
542	8603127.891
543	8602999.351
544	8602773.048
545	8601299.535
546	8600311.949
547	8598446.575
548	8597017.679
549	8596017.769
550	8593712.896
551	8593259.671
552	8593219.556
553	8591995.834
554	8590312.533
555	8588061.299
556	8587037.439
557	8586319.252
558	8585380.108
559	8585236.529
560	8585229.634
561	8585120.047
562	8584618.47
563	8584296.489
564	8584213.91
565	8582955.227
566	8581506.553
567	8580534.126
568	8578892.134
569	8578749.842
570	8578710.426
571	8578671.114
572	8577114.11
573	8574230.106
574	8574190.519
575	8573252.584
576	8573213.557
577	8573174.631
578	8573135.804
579	8571822.799
580	8571621.257
581	8570884.219
582	8570267.674
583	8570229.132
584	8569220.488
585	8569214.28
586	8569076.037
587	8568148.973
588	8567569.079
589	8566706.023
590	8566663.685
591	8565864.169
592	8565470.732
593	8565432.894
594	8564156.04
595	8562946.288
596	8562616.86
597	8560764.116
598	8559852.167
599	8559151.483
600	8557487.086
601	8555898.294
602	8554992.687
603	8554922.445
604	8554885.061
605	8553834.957
606	8552859.191
607	8551928.55
608	8551088.783
609	8550832.31
610	8549198.584
611	8549161.007
612	8548282.362
613	8548245.3
614	8547981.504
615	8547888.396
616	8547586.727
617	8545669.591
618	8545017.659
619	8542096.597
620	8541204.982
621	8540413.1
622	8539492.991
623	8539352.778
624	8539312.243
625	8538247.556
626	8538210.976
627	8536890.074
628	8536752.818
629	8534616.598
630	8532595.927
631	8532450.335
632	8532376.465
633	8532266.662
634	8532227.155
635	8531350.743
636	8531235.915
637	8530980.033
638	8530057.245
639	8528370.282
640	8526802.624
641	8526652.497
642	8526486.718
643	8525602.55
644	8525279.757
645	8524995.932
646	8524883.064
647	8522867.271
648	8522755.934
649	8522720.158
650	8522140.282
651	8521707.506
652	8520739.711
653	8520653.458
654	8520342.297
655	8518971.591
656	8516807.426
657	8514627.9
658	8514257.835
659	8513102.586
660	8512511.72
661	8512079.584
662	8512044.268
663	8511582.036
664	8511334.07
665	8509481.501
666	8509351.573
667	8508526.945
668	8508521.576
669	8508486.514
670	8507207.082
671	8506993.958
672	8506265.204
673	8506188.576
674	8505358.786
675	8503911.144
676	8503217.793
677	8502425.654
678	8502189.345
679	8502076.882
680	8501324.684
681	8501179.699
682	8500968.383
683	8500836.895
684	8500397.561
685	8499696.674
686	8498676.423
687	8498572.748
688	8497748.366
689	8497724.587
690	8497705.232
691	8497307.091
692	8497273.022
693	8497177.737
694	8497143.807
695	8496674.859
696	8495068.327
697	8493345.922
698	8493312.243
699	8491966.988
700	8491933.35
701	8491899.785
702	8491008.187
703	8490648.311
704	8489714.044
705	8489680.701
706	8489402.358
707	8489231.144
708	8488529.809
709	8488250.744
710	8487701.924
711	8487496.867
712	8487460.741
713	8486904.676
714	8486006.459
715	8485548.671
716	8484187.429
717	8484152.875
718	8483265.522
719	8482562.287
720	8482254.428
721	8482103.717
722	8481947.14
723	8481914.254
724	8480852.262
725	8479338.853
726	8479306.03
727	8479264.555
728	8477869.79
729	8477645.083
730	8476939.18
731	8476399.976
732	8475937.204
733	8475788.965
734	8475750.267
735	8475467.071
736	8474191.077
737	8473998.896
738	8472885.318
739	8472634.067
740	8472559.724
741	8472192.908
742	8471482.873
743	8471229.316
744	8471101.394
745	8470572.01
746	8470399.403
747	8470242.337
748	8470209.682
749	8469894.649
750	8469765.177
751	8468773.304
752	8468635.382
753	8467576.001
754	8467160.951
755	8467129.589
756	8466798.203
757	8466650.176
758	8465092.638
759	8464688.688
760	8464657.43
761	8464626.237
762	8463981.731
763	8463753.884
764	8463738.116
765	8463513.599
766	8463366.87
767	8463333.421
768	8462175.337
769	8460502.591
770	8460471.678
771	8459899.763
772	8458707.544
773	8458648.64
774	8458329.413
775	8458141.143
776	8458037.512
777	8457512.628
778	8456318.81
779	8455322.509
780	8454886.218
781	8454855.6
782	8454696.703
783	8454505.863
784	8454384.821
785	8452963.695
786	8452933.192
787	8452721.734
788	8452023.175
789	8451828.071
790	8451797.728
791	8451620.865
792	8451310.433
793	8450777.994
794	8450179.347
795	8449147.475
796	8448743.191
797	8448042.282
798	8447904.981
799	8447293.183
800	8447131.059
801	8446864.999
802	8446306.772
803	8444287.279
804	8443720.952
805	8443690.955
806	8441733.551
807	8441703.587
808	8441564.304
809	8441418.512
810	8441388.083
811	8441267.409
812	8440293.169
813	8440061.263
814	8439661.569
815	8439462.548
816	8439156.752
817	8438920.671
818	8438751.002
819	8438635.051
820	8438483.509
821	8438332.938
822	8438223.353
823	8437051.054
824	8436777.551
825	8436668.039
826	8436553.723
827	8436300.081
828	8436127.139
829	8436097.932
830	8435879.076
831	8435771.517
832	8434523.287
833	8433175.893
834	8432821.783
835	8432667.177
836	8431457.115
837	8431324.008
838	8430046.871
839	8429916.183
840	8429887.449
841	8429764.879
842	8429685.234
843	8428762.061
844	8428567.284
845	8427294.333
846	8427166.467
847	8427137.989
848	8426938.223
849	8426464.132
850	8426290.68
851	8425576.829
852	8425127.486
853	8424899.903
854	8424670.916
855	8424557.87
856	8424527.844
857	8424491.987
858	8424463.88
859	8423347.609
860	8423235.809
861	8422908.814
862	8422669.879
863	8422191.404
864	8422091.448
865	8421977.903
866	8421561.237
867	8420801.322
868	8420473.163
869	8420016.5
870	8419988.744
871	8419748.049
872	8419628.402
873	8419557.889
874	8418985.415
875	8418905.535
876	8418035.733
877	8417872.299
878	8416717.694
879	8416655.826
880	8416448.873
881	8416293.269
882	8416198.848
883	8416048.756
884	8416021.533
885	8415782.276
886	8413374.249
887	8411530
888	8411354.197
889	8411245.16
890	8411175.058
891	8410731.256
892	8410506.096
893	8410289.786
894	8410104.915
895	8408002.081
896	8407682.463
897	8407655.631
898	8407471.913
899	8407304.803
900	8406784.916
901	8406617.503
902	8406584.657
903	8406400.457
904	8406189.946
905	8406029.162
906	8405146.295
907	8405119.624
908	8404900.765
909	8404872.597
910	8404760.084
911	8404733.873
912	8404563.538
913	8404349.411
914	8404236.228
915	8404103.489
916	8403855.908
917	8403568.831
918	8403542.866
919	8403361.228
920	8403253.389
921	8403164.153
922	8402924.619
923	8402803.65
924	8401542.58
925	8401331.01
926	8401162.92
927	8401051.122
928	8401025.628
929	8401000.187
930	8400715.072
931	8400634.69
932	8400474.122
933	8400393.975
934	8400112.883
935	8399938.867
936	8399792.105
937	8399604.162
938	8399448.256
939	8399210.414
940	8399066.965
941	8398938.012
942	8398845.829
943	8398673.884
944	8397533.427
945	8397398.199
946	8397373.381
947	8397213.796
948	8397189.075
949	8397058.989
950	8395904.007
951	8395699.274
952	8395531.687
953	8395507.11
954	8395336.455
955	8395264.811
956	8395237.617
957	8395109.373
958	8392820.535
959	8390863.038
960	8390679.633
961	8390618.191
962	8390490.393
963	8390408.15
964	8389872.212
965	8389578.383
966	8389435.064
967	8389206.17
968	8388993.086
969	8388906.515
970	8388882.547
971	8388690.305
972	8387490.225
973	8387208.575
974	8387037.07
975	8386908.885
976	8386227.32
977	8386073.671
978	8386049.947
979	8385790.845
980	8384786.171
981	8384657.34
982	8384114.527
983	8384045.621
984	8383760.856
985	8383648.063
986	8383527.328
987	8383406.383
988	8383193.341
989	8382914.637
990	8382751.975
991	8381935.093
992	8379523.325
993	8378531.424
994	8378422.363
995	8378199.581
996	8378155.524
997	8378127.761
998	8377996.374
999	8376596.421
